,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
17077,159.8497279,139356.2,11.5,112.9,3.89589742,3.89589742,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,432.3,899.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2230.1,56.8,348.0,143.2850317,115.343674,166.1,166439321.5,13.5,16.9189062,163.5150898,13390.75576,1.0,244.6
16345,0.0,0.0,47.0,64.0,5.360739691,5.360739691,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650870.47,9.5,34.0,0.0,0.0,0.0,141.55
16468,0.0,0.0,47.0,64.0,41.80022257,41.80022257,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573870.35,9.5,34.0,0.0,0.0,0.0,141.55
4455,0.0,0.0,46.53,63.36,52.79539805,52.79539805,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6017.2,526.2,578.0,574.5357641,12.87217863,572.82,83646620.54,9.5,33.89606329,18.24321585,1676.320344,0.1,141.55
7787,0.0,0.0,47.0,64.0,1.5600307,1.5600307,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573759.63,9.5,34.0,0.0,0.0,0.0,141.55
12485,0.0,0.0,47.0,64.0,1.796344118,1.796344118,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581515.01,9.5,34.0,0.0,0.0,0.0,141.55
2516,0.0,1.08,45.24,64.63,65.31505143,65.31505143,0.0,0,0,0,0,0,0,0,0.0,0.0,0.02,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5922.7,447.24,572.76,556.9423196,38.34708806,557.16,83663700.08,9.5,33.27877021,52.70604564,6421.32724,0.23,141.55
176,0.0,0.0,47.0,64.0,115.3303133,115.3303133,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651094.39,9.5,34.0,0.0,0.0,0.0,141.55
5415,0.104010773,2073.0,6.0,64.0,82.29975377,82.29975377,0.0,0,0,0,0,1,0,0,0.6,2.0,0.0,1.4,7.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4270.2,66.0,2996.4,795.3698413,1215.054061,1042.8,0.000108314,5.5,38.11541337,1718.345933,1667912.728,0.9,38.5
4394,0.261391025,248.19,37.25,97.56,7.373361821,7.373361821,0.0,0,0,0,0,0,0,0,0.0,0.32,0.0,0.1,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5323.59,296.44,729.99,479.7121615,122.8670547,525.62,83651407.14,9.5,29.94473972,173.7824131,50159.54051,0.53,141.55
7050,0.01495151,8.71,46.59,65.91,3.358777625,3.358777625,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6045.2,554.2,576.81,573.7186898,7.088815112,576.81,83573970.55,9.5,33.87085834,10.03410531,283.7776473,0.19,141.55
89,0.00207339,8.51,46.7,64.0,5.608033327,5.608033327,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6055.1,564.1,578.0,577.2229604,3.190491536,575.22,83646748.44,9.5,33.97677129,4.533077591,205.6907472,0.05,141.55
10275,12.03058867,273.9,6.0,216.1,3.686212341,3.686212341,0.0,0,0,1,0,1,0,0,0.0,0.9,0.8,1.1,2.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,895.5,54.0,83.6,57.68755914,8.827085436,60.5,166438047.5,13.5,10.73385176,12.45601784,81.22528542,1.0,244.6
11590,0.0,0.0,46.53,63.36,38.33407821,38.33407821,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5996.48,505.48,578.0,572.0547086,19.57984196,572.82,83581707.08,9.5,33.82097908,27.7292843,2804.862677,0.14,141.55
9708,0.0,0.0,47.0,64.0,2.560862791,2.560862791,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650847.89,9.5,34.0,0.0,0.0,0.0,141.55
13920,13.32853129,1051188.0,6.0,64.0,84.1427601,84.1427601,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,44.2,1121.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,8424.0,1514.0,1611.0,1524.238889,29.79207951,1562.5,0.001103592,5.5,55.2117843,42.13236289,4440.234877,0.2,38.5
17361,0.00015954,1.08,46.7,64.0,73.27686833,73.27686833,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.2,531.2,578.0,574.995116,11.42698327,572.8,83586124.28,9.5,33.90985568,16.19955234,1465.818818,0.09,141.55
895,13.85315247,26791.3,6.0,76.9,20.8628946,20.8628946,0.0,0,0,0,0,1,0,0,0.3,1.0,0.0,84.3,175.4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,668.4,66.0,278.2,119.3351587,80.87153777,132.1,0.009532809,5.5,15.35858611,114.3696255,7611.23267,0.9,38.5
16703,0.0,0.0,47.0,64.0,12777.77304,12777.77304,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647282.9,9.5,34.0,0.0,0.0,0.0,141.55
17831,0.071154809,427.32,46.59,65.83,4.788770366,4.788770366,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6087.32,578.0,596.32,578.9401053,4.041775121,587.16,83663528.04,9.5,34.02779123,5.785263158,836.7317452,0.02,141.55
14079,0.0,3.2,46.4,66.55,1.133273254,1.133273254,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5996.52,505.52,578.0,572.9509762,18.27580054,569.64,83647284.3,9.5,33.84849533,25.90915993,2188.666103,0.16,141.55
2918,1.22e-07,5.86,45.77,64.0,247284.4575,247284.4575,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5810.68,473.4,564.7,539.5005146,34.96971698,564.5,83647447.88,9.5,32.60344895,49.50448074,6967.395852,0.19,141.55
6414,0.0,0.0,47.0,64.0,1290.356561,1290.356561,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647038.85,9.5,34.0,0.0,0.0,0.0,141.55
11884,0.0,0.0,47.0,64.0,40.73227318,40.73227318,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574167.02,9.5,34.0,0.0,0.0,0.0,141.55
2585,0.0,0.0,46.06,62.72,25.9305416,25.9305416,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5970.58,526.2,578.0,571.5424374,17.01573681,567.64,83663594.03,9.5,33.80338632,24.11437548,2924.806404,0.1,141.55
7877,0.009304469,3.26,46.29,67.82,11.53187939,11.53187939,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6010.48,519.48,578.0,574.5516596,13.75577788,569.12,83663545.7,9.5,33.89662199,19.52081835,1518.824848,0.13,141.55
8931,0.00031508,1.32,46.12,65.05,49.84888015,49.84888015,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5965.64,474.64,578.0,569.0442806,28.2189725,567.7,83581523.82,9.5,33.72909775,39.98561199,4150.947457,0.2,141.55
19043,0.0,0.0,46.53,63.36,85.37154488,85.37154488,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5975.76,484.76,578.0,567.1337086,28.2671952,572.82,83646497.52,9.5,33.66680819,40.01505706,4706.236355,0.18,141.55
4292,0.03003089,1.74,46.59,65.91,2.055891947,2.055891947,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5991.0,500.0,578.0,571.1650871,21.59336539,572.8,83663695.62,9.5,33.79374774,30.57698781,3202.119217,0.15,141.55
16338,0.020161049,1.48,46.12,65.04,2.043098315,2.043098315,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6018.46,527.46,578.0,574.8285739,12.20433861,567.78,83647251.74,9.5,33.91267125,15.70110458,1377.002341,0.09,141.55
9167,0.093404627,322618.12,5.94,93.53,3435.46876,3435.46876,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,70.28,324.57,1,0,0,0,0,0,0,1,0,0,0,0,1,1,10791.91,162.84,3054.92,1052.145018,1056.6277,999.51,83651188.35,9.5,44.48706229,1493.885028,1287454.382,0.93,141.55
13619,0.0,0.0,47.0,64.0,0.976590194,0.976590194,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646487.82,9.5,34.0,0.0,0.0,0.0,141.55
8002,0.007324331,6.48,46.59,63.96,251660.8614,251660.8614,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6048.52,557.52,578.0,576.8889054,4.636658518,572.88,83647241.08,9.5,33.96651123,6.59597748,544.094157,0.04,141.55
19260,0.000295167,5.62,44.89,64.32,144.3855603,144.3855603,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5894.84,462.7,578.0,566.55579,33.50943994,552.8,83647029.8,9.5,33.65258147,47.52541432,5064.227739,0.23,141.55
16648,0.0,0.0,47.0,64.0,35.69699415,35.69699415,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646618.15,9.5,34.0,0.0,0.0,0.0,141.55
10734,0.0,0.0,46.08,67.82,2.7745253,2.7745253,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.6,562.76,578.0,576.6750409,4.246644433,567.84,83581769.11,9.5,33.95937711,6.055177165,621.5078841,0.03,141.55
15830,0.01992552,1.74,46.59,65.67,1.16258626,1.16258626,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.0,552.0,578.0,576.5465445,5.967825895,572.8,83646752.89,9.5,33.95628413,8.47913794,719.6674349,0.05,141.55
8507,0.001018438,1.16,46.59,65.67,38.37922539,38.37922539,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6027.4,536.4,578.0,575.4284493,9.989779194,572.8,83663699.25,9.5,33.92284905,14.16703884,1259.263263,0.08,141.55
6833,0.0,0.0,47.0,64.0,43.55795103,43.55795103,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647085.05,9.5,34.0,0.0,0.0,0.0,141.55
15478,0.0,0.0,46.53,63.36,8.069528746,8.069528746,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6058.64,567.64,578.0,577.4683684,2.285632656,572.82,83663751.23,9.5,33.98376914,3.271578947,267.5807202,0.02,141.55
3666,0.422373176,112.0,6.0,64.0,4.735171663,4.735171663,0.0,0,0,1,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,837.0,54.0,54.0,54.0,0.0,54.0,166437994.2,13.5,10.39230485,0.0,0.0,0.0,244.6
7132,0.058908341,12.37,45.47,67.28,2.216559933,2.216559933,0.0,0,0,0,0,0,0,0,0.0,0.07,0.0,0.03,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5901.62,435.37,578.0,565.4087505,39.42723612,557.65,83651405.29,9.5,33.61910336,55.88542525,5737.372727,0.28,141.55
4258,0.00127934,1.6,38.76,93.92,33.92031558,33.92031558,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5187.76,387.64,552.6,492.3964282,70.02487601,486.3,83651096.95,9.5,30.86536906,99.15021122,16044.94974,0.33,141.55
6915,0.0,0.0,46.54,64.0,10255.022,10255.022,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6042.3,551.3,578.0,576.4595109,6.2171068,573.55,83573846.29,9.5,33.95382017,8.825997797,650.2575075,0.06,141.55
4718,0.01454937,2.9,46.59,63.77,5.126073349,5.126073349,0.0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5975.4,484.4,578.0,567.0917538,28.37633495,572.8,83586813.94,9.5,33.66546426,40.16955535,4742.648106,0.18,141.55
9041,0.0,0.0,38.7,93.28,10.07054513,10.07054513,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4985.04,388.12,501.8,469.0925235,36.03074951,487.46,83651088.26,9.5,29.48600967,50.25280547,5233.15354,0.27,141.55
6898,0.0,0.0,47.0,64.0,51.20187507,51.20187507,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574019.85,9.5,34.0,0.0,0.0,0.0,141.55
7193,0.0,0.0,46.53,63.36,0.689687753,0.689687753,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5986.12,495.12,578.0,570.1553752,23.58231398,572.82,83663694.46,9.5,33.76258652,33.38963451,3606.8533,0.16,141.55
5502,0.0,0.99,46.7,64.0,28.1234553,28.1234553,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6064.21,573.21,578.0,577.7605,1.043956297,573.21,83574176.59,9.5,34.0,0.0,0.0,0.0,141.55
6622,0.04233855,21.56,46.24,65.91,12.11094226,12.11094226,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6029.88,538.88,578.0,575.6542667,9.267848591,572.51,83647515.53,9.5,33.92979546,13.14826974,931.5562429,0.15,141.55
2260,0.0,0.0,47.0,64.0,13.70519626,13.70519626,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650865.9,9.5,34.0,0.0,0.0,0.0,141.55
18999,0.0,0.0,47.0,64.0,0.664460882,0.664460882,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650854.89,9.5,34.0,0.0,0.0,0.0,141.55
791,0.0,0.0,47.0,64.0,124.5173299,124.5173299,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663642.58,9.5,34.0,0.0,0.0,0.0,141.55
14649,0.0,0.0,47.0,64.0,0.572700601,0.572700601,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663636.64,9.5,34.0,0.0,0.0,0.0,141.55
12114,0.0,0.0,45.61,63.9,9.542441905,9.542441905,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5886.58,479.7,580.4,554.906287,37.88781992,568.14,83646491.37,9.5,33.25499409,53.63039908,7812.31903,0.19,141.55
17790,0.064637361,7.7,45.67,67.82,6.076189333,6.076189333,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5910.27,515.12,578.0,566.8351573,22.715105,563.61,83581765.05,9.5,33.65523494,32.1756176,4337.590996,0.12,141.55
612,0.010885119,2.72,45.18,61.91,3.337173527,3.337173527,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5861.94,469.24,578.0,562.9013721,37.02998035,557.3,83581796.81,9.5,33.53784605,52.46918252,6649.718885,0.21,141.55
17388,0.295534742,15157.74,41.67,65.33,38.9007537,38.9007537,0.0,0,0,0,0,0,0,0,0.0,0.26,0.0,1.32,14.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7349.44,429.44,1068.36,668.1249099,209.0658538,684.36,83581616.98,9.5,36.01631607,296.1277745,249612.4573,0.39,141.55
7071,0.0,0.0,46.54,64.54,4.108297611,4.108297611,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6064.2,573.2,578.0,577.76,1.046135746,573.2,83663594.89,9.5,34.0,0.0,0.0,0.0,141.55
3794,0.001300831,4.21,46.59,64.59,46.7795134,46.7795134,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6058.76,567.76,578.0,577.4745263,2.259158146,572.88,83574123.7,9.5,33.98395942,3.233684211,261.4178393,0.02,141.55
7872,0.0,0.58,46.59,65.91,38.00909832,38.00909832,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6048.2,557.2,578.0,576.8715445,4.709106307,572.8,83663876.7,9.5,33.96598124,6.699039628,561.2299349,0.04,141.55
5115,0.0,0.0,47.0,64.0,125.3209436,125.3209436,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573871.37,9.5,34.0,0.0,0.0,0.0,141.55
626,0.0,0.0,47.0,64.0,3.354009294,3.354009294,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650903.76,9.5,34.0,0.0,0.0,0.0,141.55
15449,0.306400657,4045.5,6.1,66.2,30.5656319,30.5656319,0.0,0,0,0,0,1,0,0,0.0,1.4,0.0,2.8,6.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,496.9,66.0,154.2,85.4972619,30.97545533,91.7,0.021904707,5.5,13.03619336,43.80590903,1391.803171,0.7,38.5
19337,0.0,0.0,47.0,64.0,196.6387248,196.6387248,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573871.24,9.5,34.0,0.0,0.0,0.0,141.55
11324,0.017854381,23.02,46.29,64.6,3.602580315,3.602580315,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5954.12,508.0,578.0,569.1247144,22.25254143,568.92,83663618.8,9.5,33.73029507,31.51441489,3571.901807,0.14,141.55
6354,0.0,0.0,47.0,64.0,3.766397887,3.766397887,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581887.97,9.5,34.0,0.0,0.0,0.0,141.55
7369,0.0,0.0,47.0,64.0,77.90890854,77.90890854,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650889.24,9.5,34.0,0.0,0.0,0.0,141.55
1265,0.0,0.0,47.0,64.0,1.750795363,1.750795363,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586117.34,9.5,34.0,0.0,0.0,0.0,141.55
3443,0.0,0.0,47.0,64.0,26.23809628,26.23809628,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581808.72,9.5,34.0,0.0,0.0,0.0,141.55
8439,104.1279177,5543.0,7.1,73.4,128.2462186,128.2462186,0.0,0,1,0,0,0,0,0,0.0,0.7,0.1,10.4,17.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,339.7,55.2,75.1,62.36996032,6.874802855,60.3,0.003086305,5.5,11.16586274,9.722439436,53.42923147,0.9,38.5
3604,0.053416419,460.0,7.1,62.9,114.1346921,114.1346921,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,1.0,3.8,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1347.0,66.0,279.2,84.49019726,50.14926341,167.6,166576432.3,13.5,12.94267471,71.6411868,9429.563772,1.0,244.6
8494,0.0,0.0,47.0,64.0,1.844554306,1.844554306,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651171.99,9.5,34.0,0.0,0.0,0.0,141.55
3043,0.0,0.0,46.53,63.36,0.495558668,0.495558668,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6032.74,541.74,578.0,575.8368014,8.571045708,572.82,83581972.07,9.5,33.9350789,12.16049533,1059.069333,0.07,141.55
14925,9.034587896,6432.83,24.64,101.09,9.024527948,9.024527948,0.0,0,0,0,0,0,0,0,0.07,1.95,0.16,2.36,10.51,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4260.01,158.27,837.51,406.8529749,243.6888406,409.33,83581667.27,9.5,27.57572504,345.1142012,114905.2968,0.82,141.55
15656,0.008198931,7.22,41.79,69.9,14.10034153,14.10034153,0.0,0,0,0,0,0,0,0,0.0,0.04,0.01,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5392.08,337.02,578.0,516.5979221,88.02379468,518.63,83647312.46,9.5,31.9687387,123.0142503,17563.84808,0.48,141.55
17692,0.0,0.0,46.53,63.36,79.05726241,79.05726241,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5996.48,505.48,578.0,572.0547086,19.57984196,572.82,83663687.47,9.5,33.82097908,27.7292843,2804.862677,0.14,141.55
10389,0.0,0.0,47.0,64.0,72.64059023,72.64059023,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651071.66,9.5,34.0,0.0,0.0,0.0,141.55
1875,0.0,0.0,47.0,64.0,149.665614,149.665614,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573927.64,9.5,34.0,0.0,0.0,0.0,141.55
13053,0.00959816,2.22,46.59,64.0,1.377383534,1.377383534,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5998.44,507.44,578.0,572.2153921,19.05065704,572.96,83586115.55,9.5,33.82592103,26.97984418,2655.297319,0.14,141.55
11926,0.0,0.0,47.0,64.0,23.706276,23.706276,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650906.39,9.5,34.0,0.0,0.0,0.0,141.55
8970,0.0,0.0,46.53,63.36,14.25884137,14.25884137,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6032.74,541.74,578.0,575.8368014,8.571045708,572.82,83663547.07,9.5,33.9350789,12.16049533,1059.069333,0.07,141.55
18854,0.0,0.0,46.53,63.36,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6032.74,541.74,578.0,575.8368014,8.571045708,572.82,100381293.6,9.5,33.9350789,12.16049533,1059.069333,0.07,141.55
673,192.5299883,2168720.32,14.35,85.55,66.26565271,66.26565271,0.0,0,0,0,0,0,0,0,0.04,0.36,0.0,10.74,24.82,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3877.38,78.39,1065.84,345.5214433,326.1428791,371.72,83586808.26,9.5,25.19940769,460.7536511,165186.7619,0.94,141.55
10888,1.124355428,31.54,42.65,67.49,109.5025573,109.5025573,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5381.41,371.64,578.0,513.092907,76.65786175,515.96,83647382.21,9.5,31.8157716,108.4647835,15665.06676,0.4,141.55
18591,0.0,0.0,47.0,64.0,25.57767573,25.57767573,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647300.75,9.5,34.0,0.0,0.0,0.0,141.55
