,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
1410,0.010924819,2.26,45.71,63.36,2.276930444,2.276930444,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5910.98,424.98,578.0,563.6521007,43.29286809,562.78,83573760.61,9.5,33.57333421,60.73941814,6367.105596,0.3,141.55,Mirai-greip_flood
7548,0.0,1.21,45.76,63.36,2.013595828,2.013595828,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5963.88,536.56,578.0,571.6931109,14.49245258,563.07,83573759.96,9.5,33.80610817,20.54885889,2663.884251,0.08,141.55,Mirai-greip_flood
779,0.0,0.0,46.53,63.36,5.447986476,5.447986476,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6006.84,515.84,578.0,573.4422086,16.05409558,572.82,83651381.19,9.5,33.86309854,22.74312594,2182.823302,0.12,141.55,Mirai-greip_flood
15831,0.126859961,13.07,42.46,63.98,157904.2566,157904.2566,0.0,0,0,0,0,0,0,0,0.0,0.08,0.01,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5408.51,334.22,578.0,524.2804182,89.6123966,523.62,83650819.8,9.5,32.27684785,126.862118,18008.57869,0.47,141.55,Mirai-greip_flood
2425,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,100288510.8,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
18145,0.0,0.0,47.0,64.0,51.06473331,51.06473331,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650866.9,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
1143,0.030747828,9.73,46.18,65.91,3.492290808,3.492290808,0.0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5932.28,441.28,578.0,565.5402928,38.04962945,568.32,83573913.13,9.5,33.62296956,53.88356773,5429.603922,0.28,141.55,Mirai-greip_flood
1568,0.0,0.0,46.53,63.36,16.40405652,16.40405652,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5975.76,484.76,578.0,567.1337086,28.2671952,572.82,83581793.65,9.5,33.66680819,40.01505706,4706.236355,0.18,141.55,Mirai-greip_flood
12166,0.0,1.12,46.12,65.1,4.669632768,4.669632768,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5965.44,474.44,573.34,560.7029016,30.04519436,568.16,83663538.36,9.5,33.41769103,42.56479807,4619.252126,0.21,141.55,Mirai-greip_flood
14587,0.691814661,29604.6,6.0,83.1,44.74049104,44.74049104,0.0,0,0,0,0,1,0,0,0.0,1.8,0.1,7.2,29.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,8073.0,1350.0,1494.0,1479.6,43.2,1350.0,0.00069952,5.5,54.39249375,61.09402589,18662.4,0.1,38.5,Recon-OSScan
5347,0.0,0.0,47.0,64.0,3.303762314,3.303762314,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574037.78,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14260,0.0,0.84,45.76,62.72,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5906.6,505.72,578.0,565.6770094,26.7254206,562.7,83574181.64,9.5,33.62072457,37.85007992,5140.58746,0.14,141.55,Mirai-greip_flood
8188,0.0,0.0,46.53,63.36,78.96423898,78.96423898,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6063.82,572.82,578.0,577.741,1.128954826,572.82,83647027.86,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14700,0.0,0.0,47.0,64.0,707.0044669,707.0044669,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647039.67,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
10641,0.048462269,172.37,45.77,65.71,20.13349295,20.13349295,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.12,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6267.14,537.17,878.6,625.0674427,107.4960923,583.25,83573730.59,9.5,35.11688021,152.1839273,48236.26366,0.3,141.55,Mirai-greip_flood
9675,0.0,0.0,47.0,64.0,8.520894893,8.520894893,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647256.48,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14338,0.0,0.74,46.12,65.04,13.91388656,13.91388656,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6023.36,532.36,578.0,575.3636347,10.62502848,567.78,83647268.85,9.5,33.9206269,15.10341224,1270.17667,0.09,141.55,Mirai-greip_flood
9193,0.000675211,2.46,46.59,63.78,29.62690024,29.62690024,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6037.15,546.15,578.0,576.0998931,7.52862123,573.45,83647333.89,9.5,33.94307291,10.68151617,817.1234354,0.07,141.55,Mirai-greip_flood
8330,0.000839832,16.46,45.24,64.36,23.81429151,23.81429151,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5908.8,361.64,623.86,543.6518698,75.13112514,571.88,83573364.66,9.5,32.78672358,106.4162613,13828.40173,0.44,141.55,Mirai-greip_flood
10586,201.7367894,153537.9,7.1,128.9,25.43649841,25.43649841,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,354.3,760.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2016.9,66.0,230.0,130.9678893,55.9993623,115.8,166430772.8,13.5,16.17204118,79.34951539,3150.355558,1.0,244.6,Recon-OSScan
15078,0.0,0.0,46.53,63.36,0.744077262,0.744077262,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5980.94,489.94,578.0,568.8603752,25.82531978,572.82,83573731.02,9.5,33.7220861,36.56172373,4109.9608,0.17,141.55,Mirai-greip_flood
4228,0.0,0.0,47.0,64.0,41.54277536,41.54277536,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647402.05,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
74,0.0,0.97,46.59,65.67,39.54447016,39.54447016,0.0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6025.71,534.71,578.0,575.2204823,10.56995952,573.19,83663882.28,9.5,33.91671385,14.98458591,1254.191226,0.09,141.55,Mirai-greip_flood
6256,0.0,0.0,47.0,64.0,8.576212652,8.576212652,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646558.22,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
2084,16.82187214,455018.5,8.2,70.0,141.3949999,141.3949999,0.0,0,0,0,0,1,0,0,0.0,1.4,0.0,83.1,557.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7129.7,983.3,1514.0,1380.133135,207.4713759,1012.5,0.006797814,5.5,52.41174435,293.4088336,112431.9845,0.4,38.5,Recon-OSScan
11226,0.0,0.74,46.59,64.0,86.65827832,86.65827832,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6053.88,562.88,578.0,577.2027368,3.378328375,572.96,83581825.54,9.5,33.97587551,4.815824425,386.5923546,0.03,141.55,Mirai-greip_flood
8251,0.045822389,10.68,45.88,63.56,7.097270033,7.097270033,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5834.36,479.16,578.0,552.1862211,39.66880767,564.04,83573866.19,9.5,33.17774999,56.15085584,8422.001041,0.19,141.55,Mirai-greip_flood
8867,0.0,0.0,47.0,64.0,1.869580993,1.869580993,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647397.25,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13400,34.1862047,42795.2,6.0,112.9,30.96607325,30.96607325,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,54.1,127.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6019.2,66.0,2672.4,1026.25746,1005.043497,1088.6,0.002846098,5.5,43.89899411,1421.346145,1152337.641,0.9,38.5,DictionaryBruteForce
3718,0.0,0.0,47.0,64.0,95.9970704,95.9970704,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646764.99,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
1287,0.001856251,2.0,46.23,63.18,10.75990467,10.75990467,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5980.34,489.34,578.0,572.1899478,21.80288063,567.54,83573735.03,9.5,33.82555741,30.91309886,2833.258928,0.17,141.55,Mirai-greip_flood
2895,0.0,0.0,47.0,64.0,0.992025112,0.992025112,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581845.49,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13368,0.0,0.0,47.0,64.0,6.38344669,6.38344669,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650905.26,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14518,0.0,0.0,47.0,64.0,8.812290183,8.812290183,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650900.41,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
1522,0.013578606,90.4,6.0,173.3,105.5676064,105.5676064,0.0,0,0,1,0,1,0,0,0.0,1.0,0.6,0.0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,305.0,54.0,57.6,55.46761905,1.711510445,55.6,0.001706004,5.5,10.53238445,2.420441284,3.261197279,0.9,38.5,Recon-OSScan
625,0.0,0.0,46.07,65.27,7.514983637,7.514983637,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5950.96,515.84,578.0,569.5368498,21.03632782,567.74,83650871.16,9.5,33.74168828,29.7998658,3729.07896,0.12,141.55,Mirai-greip_flood
15972,0.0,3.48,46.23,64.0,2.73396019,2.73396019,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5989.02,521.02,578.0,572.4795899,15.25005427,570.52,83573767.67,9.5,33.83321242,21.60690395,2137.10324,0.11,141.55,Mirai-greip_flood
10981,0.0,0.0,46.53,63.36,15.94792395,15.94792395,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5991.3,500.3,578.0,571.1913752,21.51031398,572.82,83581807.78,9.5,33.79456054,30.45938401,3177.5349,0.15,141.55,Mirai-greip_flood
5904,12.08655384,31515.5,6.0,94.2,20.7644143,20.7644143,0.0,0,0,0,0,1,0,0,0.9,1.6,0.0,103.2,214.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1331.6,60.0,244.0,86.24899405,46.84933249,78.9,166430361.1,13.5,13.13929585,66.38527858,2210.644358,1.0,244.6,Recon-OSScan
7981,34.68278902,6207.6,9.3,67.5,24.77247605,24.77247605,0.0,0,0,0,0,1,0,0,0.6,1.1,0.0,23.9,49.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,946.6,103.5,441.0,203.7513889,135.8119268,143.5,0.011217189,5.5,19.862847,192.0670687,20809.64431,0.9,38.5,Recon-OSScan
12489,5.25e-05,6.26,45.47,67.68,41948.75431,41948.75431,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6021.08,557.52,578.0,575.4658294,6.42003649,559.16,100288022.1,9.5,33.92996461,8.775402054,979.1120784,0.04,141.55,Mirai-greip_flood
10166,2.86e-08,2.39,46.4,64.0,286610.7733,286610.7733,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6054.05,567.84,578.0,577.2391316,2.615558036,568.13,100396301.6,9.5,33.98408623,3.208421053,257.3491413,0.02,141.55,Mirai-greip_flood
16980,0.733142328,39660.0,6.0,63.5,50.35648587,50.35648587,0.0,0,0,0,0,1,0,0,0.0,1.6,0.0,6.4,38.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3794.0,50.0,1494.0,251.3165558,485.4122866,64.9,166576512.4,13.5,22.39946899,687.8851195,238058.4173,1.0,244.6,DictionaryBruteForce
11650,0.0,0.0,46.06,62.72,0.229128585,0.229128585,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5887.7,484.76,578.0,557.9940838,36.34453475,567.64,83586029.62,9.5,33.36800256,51.44942367,7553.34519,0.18,141.55,Mirai-greip_flood
6507,0.0,0.0,47.0,64.0,8.924266259,8.924266259,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586029.75,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
7967,0.0,0.0,47.0,64.0,4.322211196,4.322211196,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647094.3,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11620,0.0,0.0,47.0,64.0,1.334073265,1.334073265,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651395.78,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
16994,0.040319359,1.16,46.12,63.13,1.400075006,1.400075006,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6032.68,557.22,578.0,576.0533117,5.999663637,567.62,83647075.54,9.5,33.94057664,8.535393005,921.9754526,0.04,141.55,Mirai-greip_flood
17777,0.0,0.0,47.0,64.0,10.7711898,10.7711898,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663875.63,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14196,0.0,0.0,47.0,64.0,20.22126068,20.22126068,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651453.26,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
2932,2.366466763,3122.38,36.08,74.77,12.10117112,12.10117112,0.0,0,0,0,0,0,0,0,0.0,0.42,0.0,0.54,3.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5371.28,216.02,693.16,505.890598,168.7229728,519.53,83581662.66,9.5,31.64126758,238.1420139,47041.32668,0.7,141.55,Mirai-greip_flood
5962,0.056588304,72.04,44.43,64.21,5.269251172,5.269251172,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5860.27,512.07,578.0,565.0695271,23.49713788,545.05,83651087.73,9.5,33.59871357,33.31569568,3778.523739,0.15,141.55,Mirai-greip_flood
11489,0.0,0.0,47.0,64.0,11.4847463,11.4847463,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651169.93,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14311,0.0,0.0,47.0,64.0,2.728632036,2.728632036,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663593.09,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13561,0.0,0.0,47.0,64.0,0.919171444,0.919171444,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647263.7,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11615,0.00157784,22.01,43.82,72.14,10.33372047,10.33372047,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5794.56,448.55,606.08,557.0530972,50.30709937,554.23,83651404.05,9.5,33.35617549,71.29954914,10452.75709,0.26,141.55,Mirai-greip_flood
4180,71.71097531,52812.0,9.3,114.9,40.35287652,40.35287652,0.0,0,0,0,0,1,0,0,0.0,1.2,0.0,9.8,62.4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3327.5,361.2,1494.0,797.3067857,493.8747067,390.9,0.010553288,5.5,38.8159088,698.4443084,306102.521,0.8,38.5,DictionaryBruteForce
8747,0.0,0.0,47.0,64.0,18.74360791,18.74360791,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663892.41,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
957,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646575.17,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
18582,0.00720535,2.3,46.59,64.0,4.208575143,4.208575143,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6039.0,548.0,578.0,576.2691133,6.985513258,573.0,83647395.49,9.5,33.94803743,9.916851458,820.9285538,0.06,141.55,Mirai-greip_flood
2902,1.239474699,126.72,41.96,71.59,4.18224659,4.18224659,0.0,0,0,0,0,0,0,0,0.01,0.31,0.04,0.2,0.66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5454.9,314.42,578.0,524.2430261,92.94187079,516.12,83651018.8,9.5,32.30549061,130.8411783,17375.44526,0.52,141.55,Mirai-greip_flood
6824,0.0,0.0,47.0,64.0,0.401407178,0.401407178,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646749.04,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
5003,0.0,0.0,47.0,64.0,62.01151728,62.01151728,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573759.5,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
4424,0.107763863,37.61,37.52,59.09,22.53593097,22.53593097,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.26,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5446.85,397.42,581.72,518.410313,70.28009434,519.19,83647355.4,9.5,31.95777443,99.25560916,15064.13743,0.35,141.55,Mirai-greip_flood
793,0.01200129,2.73,46.18,65.71,9.503062993,9.503062993,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5989.95,517.07,578.0,572.3541485,17.3942949,568.43,83663778.66,9.5,33.82975893,24.64598016,2365.861192,0.13,141.55,Mirai-greip_flood
12580,0.0,0.0,44.22,70.36,17.50712297,17.50712297,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5696.46,403.78,578.0,539.0271104,65.63932309,547.32,83646766.61,9.5,32.74639758,92.93370301,13358.51467,0.34,141.55,Mirai-greip_flood
17173,0.029083011,2.32,46.59,65.68,1.2005745,1.2005745,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.0,552.0,578.0,576.5465445,5.967825895,572.8,83573869.01,9.5,33.95628413,8.47913794,719.6674349,0.05,141.55,Mirai-greip_flood
15384,24.94861853,1503678.6,6.0,83.1,74.95564797,74.95564797,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,65.7,1565.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,15935.0,63.6,1514.0,1014.825294,683.3736934,1368.0,166430925.8,13.5,44.96660079,967.7840198,468801.4038,1.0,244.6,Recon-OSScan
14078,0.04013356,14.18,45.35,63.36,2.055054385,2.055054385,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5852.14,510.66,578.0,562.3587684,26.81530421,559.07,83650851.23,9.5,33.50966943,37.97531421,5582.363743,0.13,141.55,Mirai-greip_flood
14734,0.158786209,9.86,41.54,76.48,17.97775224,17.97775224,0.0,0,0,0,0,0,0,0,0.0,0.17,0.0,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5548.9,315.4,578.0,528.4294478,93.11308476,516.4,83581915.13,9.5,32.42953728,131.4688906,18128.88231,0.51,141.55,Mirai-greip_flood
13154,0.0,0.0,47.0,64.0,27.39647216,27.39647216,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646497.26,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11326,0.0,0.0,46.06,62.72,36.37554464,36.37554464,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5913.6,422.6,572.82,555.8994727,43.72937383,567.64,83586047.48,9.5,33.24500261,61.92108604,7053.366699,0.29,141.55,Mirai-greip_flood
17063,0.0,0.0,47.0,64.0,201.8773133,201.8773133,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581717.92,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
15092,2.413502812,403056.0,6.0,111.7,133.5106796,133.5106796,0.0,0,0,0,0,1,0,0,0.3,2.0,0.0,22.5,376.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2910.0,103.5,977.5,432.396627,390.0620148,827.5,0.000222492,5.5,28.19437617,551.6309915,221302.4352,0.9,38.5,Recon-OSScan
4641,0.0,2.14,46.7,65.91,12.12332289,12.12332289,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6058.08,567.08,578.0,577.4241988,2.439903827,574.36,83586760.55,9.5,33.98263502,3.478095418,201.6484812,0.03,141.55,Mirai-greip_flood
16800,0.00383081,1.76,46.23,63.18,5.809201134,5.809201134,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5996.8,505.8,578.0,573.2780346,17.72468471,568.14,83646491.41,9.5,33.85830231,25.14111761,2122.367497,0.15,141.55,Mirai-greip_flood
1093,0.0,0.0,45.15,69.09,10.49340707,10.49340707,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5936.72,521.92,578.0,569.8991827,19.1178907,557.58,83647245.21,9.5,33.75066595,27.13037713,3460.924236,0.11,141.55,Mirai-greip_flood
7038,0.0,0.0,47.0,64.0,4.168199608,4.168199608,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651097.8,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
10603,0.0,0.0,45.62,69.73,12.73229364,12.73229364,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5881.04,400.2,578.0,557.85893,53.88976186,562.76,83586779.48,9.5,33.38484563,76.29959647,8707.843888,0.35,141.55,Mirai-greip_flood
17592,0.06653033,23.05,44.58,62.68,20.16541824,20.16541824,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5800.04,428.77,578.0,557.7335077,46.0428092,552.8,83573351.92,9.5,33.38082704,65.24261772,7340.52806,0.3,141.55,Mirai-greip_flood
